mol_pred_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,mol_true_loaded,passes_valence_checks,passes_kekulization,no_radicals_before_sanitization,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_non-aromatic_rings_checked,number_non-aromatic_rings_pass,non-aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,num_h_added,mol_pred_energy,ensemble_avg_energy,energy_ratio,smallest_distance_protein,num_pairwise_clashes_protein,most_extreme_ligand_atom_id_protein,most_extreme_protein_atom_id_protein,most_extreme_ligand_element_protein,most_extreme_protein_element_protein,most_extreme_ligand_vdw_protein,most_extreme_protein_vdw_protein,most_extreme_sum_radii_protein,most_extreme_distance_protein,most_extreme_sum_radii_scaled_protein,most_extreme_relative_distance_protein,most_extreme_clash_protein,smallest_distance_organic_cofactors,not_too_far_away_organic_cofactors,num_pairwise_clashes_organic_cofactors,most_extreme_ligand_atom_id_organic_cofactors,most_extreme_protein_atom_id_organic_cofactors,most_extreme_ligand_element_organic_cofactors,most_extreme_protein_element_organic_cofactors,most_extreme_ligand_vdw_organic_cofactors,most_extreme_protein_vdw_organic_cofactors,most_extreme_sum_radii_organic_cofactors,most_extreme_distance_organic_cofactors,most_extreme_sum_radii_scaled_organic_cofactors,most_extreme_relative_distance_organic_cofactors,most_extreme_clash_organic_cofactors,smallest_distance_inorganic_cofactors,not_too_far_away_inorganic_cofactors,num_pairwise_clashes_inorganic_cofactors,most_extreme_ligand_atom_id_inorganic_cofactors,most_extreme_protein_atom_id_inorganic_cofactors,most_extreme_ligand_element_inorganic_cofactors,most_extreme_protein_element_inorganic_cofactors,most_extreme_ligand_vdw_inorganic_cofactors,most_extreme_protein_vdw_inorganic_cofactors,most_extreme_sum_radii_inorganic_cofactors,most_extreme_distance_inorganic_cofactors,most_extreme_sum_radii_scaled_inorganic_cofactors,most_extreme_relative_distance_inorganic_cofactors,most_extreme_clash_inorganic_cofactors,smallest_distance_waters,not_too_far_away_waters,num_pairwise_clashes_waters,most_extreme_ligand_atom_id_waters,most_extreme_protein_atom_id_waters,most_extreme_ligand_element_waters,most_extreme_protein_element_waters,most_extreme_ligand_vdw_waters,most_extreme_protein_vdw_waters,most_extreme_sum_radii_waters,most_extreme_distance_waters,most_extreme_sum_radii_scaled_waters,most_extreme_relative_distance_waters,most_extreme_clash_waters,volume_overlap_protein,volume_overlap_organic_cofactors,volume_overlap_inorganic_cofactors,volume_overlap_waters,docking_method,protein,ligand,pose_file,pose_name,file_format,protein_file_used,posebusters_mode,diffdock_confidence
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,13,0.9974802484041448,1.0037377917108987,0,0,18,1.0000166090813312,0,47,1.0161518799749545,0,13,18,47,1,1,1.4325850704322018e-05,0,0,,0,0,,12.0,20.3966442981428,18.028195532373758,1.1313746992324305,4.531126923845767,0,2.0,20600.0,C,C,1.7,1.7,3.4,4.531126923845767,3.4,1.332684389366402,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYX_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYX_ideal__Orai1WT-START-Fr0_cleaned/rank9_confidence-3.87.sdf,ZYX_ideal__Orai1WT-START-Fr0_cleaned/rank9_confidence-3.87.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,3.87
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,True,True,True,True,False,True,True,True,20,0.9686129401212444,1.0184849945360497,0,0,29,1.0282580376837025,0,122,0.9825829207058504,0,20,29,122,2,2,5.929661226589111e-05,0,0,,0,0,,17.0,109.10761469439774,70.52637122633911,1.547047052006128,2.1052108065464603,1,3.0,197.0,C,C,1.7,1.7,3.4,2.1052108065464603,3.4,0.619179648984253,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0287101541059742,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYS_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank10_confidence-2.80.sdf,ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank10_confidence-2.80.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,2.8
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,20,0.9685798142453352,1.0184846139896857,0,0,29,1.0282717696431052,0,122,0.9879964097922518,0,20,29,122,2,2,3.857131664214419e-05,0,0,,0,0,,17.0,98.16499035204892,70.52637122633911,1.391890560156706,2.5682208433076776,0,16.0,20262.0,C,C,1.7,1.7,3.4,2.6433035448090334,3.4,0.7774422190614805,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0236847621043806,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYS_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank6_confidence-1.95.sdf,ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank6_confidence-1.95.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,1.95
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,20,0.9686265689558012,1.0185213444351815,0,0,29,1.0282600960968062,0,122,0.987968008769917,0,20,29,122,2,2,9.434846696387832e-05,0,0,,0,0,,17.0,102.756984269922,70.52637122633911,1.457000870499146,2.593014782063535,0,9.0,20941.0,N,C,1.6,1.7,3.3,2.593014782063535,3.3,0.7857620551707682,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0063157894736842,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYS_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank1.sdf,ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank1.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,20,0.9685779056645492,1.0184872323372645,0,0,29,1.0282619975039675,0,122,0.9854165463001588,0,20,29,122,2,2,8.90494626858418e-05,0,0,,0,0,,17.0,104.7548846706533,70.52637122633911,1.4853292867495649,2.6121617120691445,0,9.0,20941.0,N,C,1.6,1.7,3.3,2.6121617120691445,3.3,0.791564155172468,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0060924369747899,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYS_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank2_confidence-1.71.sdf,ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank2_confidence-1.71.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,1.71
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,20,0.9686265689558012,1.0185213444351815,0,0,29,1.0282600960968062,0,122,0.987968008769917,0,20,29,122,2,2,9.434846696387832e-05,0,0,,0,0,,17.0,102.756984269922,70.52637122633911,1.457000870499146,2.593014782063535,0,9.0,20941.0,N,C,1.6,1.7,3.3,2.593014782063535,3.3,0.7857620551707682,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0063157894736842,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYS_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank1_confidence-1.70.sdf,ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank1_confidence-1.70.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,1.7
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,True,True,True,True,False,True,True,True,20,0.9686051264785256,1.018453628901054,0,0,29,1.0282485552113456,0,122,0.9879816447760136,0,20,29,122,2,2,8.457850468002182e-05,0,0,,0,0,,17.0,99.75357289586184,70.52637122633911,1.414415220311341,1.6368224949578376,2,9.0,20603.0,N,C,1.6,1.7,3.3,1.6368224949578376,3.3,0.4960068166538902,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0373478808224926,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYS_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank5_confidence-1.93.sdf,ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank5_confidence-1.93.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,1.93
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,20,0.968536854338291,1.0184943454010935,0,0,29,1.0282402431794848,0,122,0.9880042543497908,0,20,29,122,2,2,6.017553168047307e-05,0,0,,0,0,,17.0,100.68374566130753,70.52637122633911,1.4276042267676703,2.5205912084271027,0,9.0,20941.0,N,C,1.6,1.7,3.3,2.5205912084271027,3.3,0.7638155177051826,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0069473684210526,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYS_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank3_confidence-1.74.sdf,ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank3_confidence-1.74.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,1.74
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,True,True,True,True,False,True,True,True,20,0.9685560334657016,1.018522866564891,0,0,29,1.0282522982056723,0,122,0.9879860498448588,0,20,29,122,2,2,7.02160864591711e-05,0,0,,0,0,,17.0,107.22780988303398,70.52637122633911,1.5203931241394737,2.329841357260189,1,9.0,20936.0,N,C,1.6,1.7,3.3,2.329841357260189,3.3,0.7060125325030876,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0138859667578371,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYS_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank4_confidence-1.79.sdf,ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank4_confidence-1.79.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,1.79
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,True,True,True,True,False,True,True,True,20,0.9685712357388824,1.0184901594216993,0,0,29,1.0282755955545366,0,122,0.9879817424329368,0,20,29,122,2,2,3.685289004287662e-05,0,0,,0,0,,17.0,105.00883692981502,70.52637122633911,1.4889300995341432,2.078434882309282,1,9.0,20939.0,N,C,1.6,1.7,3.3,2.078434882309282,3.3,0.6298287522149342,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0159362549800796,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYS_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank7_confidence-2.02.sdf,ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank7_confidence-2.02.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,2.02
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,True,True,True,True,False,True,True,True,20,0.9686161982004966,1.0184972700717425,0,0,29,1.028266951983514,0,122,0.9862112964490896,0,20,29,122,2,2,6.791103929508491e-05,0,0,,0,0,,17.0,103.25590401025028,70.52637122633911,1.46407510006254,1.9802864792751576,1,2.0,197.0,C,C,1.7,1.7,3.4,1.9802864792751576,3.4,0.5824371997868111,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0321631280218625,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZYS_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank8_confidence-2.22.sdf,ZYS_ideal__Orai1WT-START-Fr0_cleaned/rank8_confidence-2.22.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,2.22
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,16,0.9907284434576294,1.0001263388970552,0,0,26,1.009535550531199,0,78,1.0104164895679344,0,16,26,78,1,1,2.127644005261997e-05,0,0,,0,0,,10.0,48.838747957734064,41.285449930767335,1.182953026783844,3.3423524933794764,0,3.0,20614.0,O,C,1.55,1.7,3.25,3.3423524933794764,3.25,1.0284161518090698,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0004962779156327,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZOL_ideal,/workspace/diffdock_results/ligands_sdf_small_symmetric_approved/ZOL_ideal__Orai1WT-START-Fr0_cleaned/rank10_confidence-5.40.sdf,ZOL_ideal__Orai1WT-START-Fr0_cleaned/rank10_confidence-5.40.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,5.4
