protein,ligand,cluster_id,cluster_method,n_poses,center_x,center_y,center_z,radius_A,AutoDock_Vina,DiffDock,EquiBind,n_methods,methods_present,pocket_type,n_methods_in_pocket
Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,4,kmedoids,11,7.117561046361047,25.563957951307952,-21.813861162911163,14.52,7,4,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,5,kmedoids,5,12.205065584045583,19.107613504273502,18.276824529914528,17.08,2,3,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,6,kmedoids,6,22.540746153846154,-15.58531153846154,-22.66232692307692,10.13,0,6,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,7,kmedoids,4,-11.18931395348837,28.786543023255817,-4.655513372093024,0.28,0,0,4,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,8,kmedoids,7,29.935457692307693,3.0095153846153857,-17.352182967032967,21.9,0,7,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,9,kmedoids,18,2.1787757280785063,5.521512060778728,-20.743228379233937,18.62,3,15,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,0,kmedoids,1,13.155721428571427,15.56495714285715,18.669675,0.0,0,1,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,1,kmedoids,4,12.769354464285716,6.871768750000001,-31.10143392857143,24.63,0,4,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,2,kmedoids,2,-10.9451725,25.643509999999996,-14.204563750000002,1.48,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,0,kmedoids,7,1.6431653061224492,3.9230367346938775,26.382093367346943,16.22,0,7,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,1,kmedoids,9,6.622137301587301,24.08760806878307,-29.90823108465609,12.4,2,7,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,2,kmedoids,4,21.858475,-16.69582767857143,-34.001262499999996,31.03,0,4,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,3,kmedoids,13,-7.774297435897437,-5.059212820512821,-26.2415,3.35,13,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,4,kmedoids,13,0.7347496336996339,4.879006593406594,-21.64969441391942,10.78,3,10,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,5,kmedoids,4,32.316739285714284,20.653351785714285,-14.912108928571428,20.67,0,4,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,6,kmedoids,9,-25.80973201058201,7.888175396825397,-27.22843624338624,26.34,1,8,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,7,kmedoids,7,-9.247390476190477,-20.43077619047619,5.566742857142857,1.59,7,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,8,kmedoids,6,17.531863095238098,5.052009523809523,-30.720885714285714,6.88,0,6,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,9,kmedoids,5,16.815691666666666,19.155703333333335,15.719119999999998,10.88,4,1,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,0,kmedoids,4,-10.342225,30.99787878787879,0.3886113636363635,1.26,0,0,4,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,1,kmedoids,1,-8.896809090909091,29.654830303030298,-0.6313848484848485,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,0,kmedoids,1,-9.685647058823527,32.93292352941177,0.1351411764705884,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,1,kmedoids,2,-11.028988235294115,29.221774999999994,-2.554747058823529,0.89,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,0,kmedoids,3,-10.52533953488372,29.654920155038763,-4.736729457364341,0.02,0,0,3,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,1,kmedoids,1,-10.629227906976741,29.67068139534884,-4.950083720930232,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr300_cleaned,gsk7975a-deprot-OPT,0,kmedoids,2,-10.879618749999999,25.828599999999998,-12.8958125,1.79,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,0,kmedoids,3,-9.348662332301341,-16.462106914344687,-32.03987936016512,14.64,1,2,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,1,kmedoids,8,-0.13841447368421053,4.435394736842104,-7.635815789473684,7.87,8,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,2,kmedoids,8,-4.4237300696594435,15.693081927244583,-26.969971284829718,19.99,4,4,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,3,kmedoids,5,-19.889273188854492,8.458116532507741,-29.080663777089786,13.43,3,2,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,4,kmedoids,10,19.02720504643963,-16.400387554179567,12.166545975232198,25.85,6,4,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,5,kmedoids,6,-7.951863339275104,27.96813089720737,-7.575987759952465,12.57,0,1,5,2,"DiffDock, EquiBind",Overlapping,2
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,6,kmedoids,5,14.143647058823529,2.644569411764705,-29.589088235294117,21.61,0,5,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,7,kmedoids,2,-20.332297058823528,-17.635055882352937,1.9992882352941177,4.95,0,2,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,8,kmedoids,8,16.778804102167182,21.541937113003097,11.238262732198143,23.48,3,5,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,9,kmedoids,13,-4.268323315075017,7.4197897118361515,23.358426315789476,14.91,5,8,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,0,kmedoids,4,12.359167647058822,6.439132352941176,30.499679411764703,19.16,0,4,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr400,2abp-nh3p-OPT,1,kmedoids,3,-8.717892156862744,25.449942156862747,-11.90346568627451,2.29,0,0,3,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,0,kmedoids,6,-23.656527825261154,8.397840954415955,-27.129712464387463,15.16,2,4,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,1,kmedoids,10,-12.697251851851851,-16.212937037037037,6.554329629629629,19.42,10,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,2,kmedoids,3,31.618728205128207,11.526894871794873,-23.4217641025641,8.92,0,3,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,3,kmedoids,5,18.13129923076923,-15.393241538461535,-19.203376153846154,18.39,0,5,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,4,kmedoids,5,15.669833247863252,-14.574306296296296,15.241004928774931,8.31,4,1,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,5,kmedoids,11,0.1393923076923077,5.361400699300699,-19.430706643356643,10.32,0,11,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,6,kmedoids,4,-10.604493023255813,27.069091279069767,-1.553064534883721,0.28,0,0,4,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,7,kmedoids,16,-0.27448046652421654,5.530317930911681,23.24260270655271,23.47,5,11,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,8,kmedoids,10,-1.8829702136752133,24.786329059829058,-21.719537564102566,13.64,6,4,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,9,kmedoids,5,-10.658143504273504,-6.602046666666666,-24.13441683760684,17.95,3,2,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,0,kmedoids,5,-6.4928185,15.784893357142858,-22.975452,26.2,0,3,2,2,"DiffDock, EquiBind",Overlapping,2
Orai1WT-MDSnap-Fr400,gsk7975a-deprot-OPT,1,kmedoids,1,-2.9599142857142864,9.132664285714286,29.023689285714287,0.0,0,1,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr400,gsk7975a-prot-OPT,0,kmedoids,42,0.7307549319727894,5.318296286848073,-25.4263360260771,34.71,13,29,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400,gsk7975a-prot-OPT,1,kmedoids,28,3.6552172193877555,1.6738391156462578,19.795109651360544,32.6,17,11,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr400_cleaned,2abp-nh2-OPT,0,kmedoids,3,-7.761641414141415,30.037244444444443,-1.6263797979797978,0.61,0,0,3,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr400_cleaned,2abp-nh2-OPT,1,kmedoids,2,-8.470912121212121,30.770669696969694,-0.5114333333333332,0.46,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr400_cleaned,2abp-nh3p-OPT,0,kmedoids,1,-10.204294117647061,30.33810882352941,-3.9344058823529413,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr400_cleaned,2abp-nh3p-OPT,1,kmedoids,2,-8.665117647058825,27.78838970588235,-5.467498529411766,0.56,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr400_cleaned,Synta-66-OPT-Singlet,0,kmedoids,3,-11.01670465116279,28.11051317829457,-1.380566666666667,0.01,0,0,3,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr400_cleaned,Synta-66-OPT-Singlet,1,kmedoids,1,-11.221186046511628,28.148244186046508,-1.4369860465116284,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr400_cleaned,gsk7975a-deprot-OPT,0,kmedoids,2,-9.696243750000002,26.352116249999995,-10.099103749999998,1.9,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,0,kmedoids,8,24.04782883126935,5.862032275541795,13.156993808049537,21.79,3,5,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,1,kmedoids,6,12.257156346749227,28.180761713106296,14.737936790505676,19.12,3,3,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,2,kmedoids,11,-8.32802561215874,0.6087714888826343,23.99673430903462,18.54,6,5,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,3,kmedoids,9,-10.02804877880977,-21.717253285173715,6.829147368421053,20.91,6,3,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,4,kmedoids,7,9.63796656346749,24.454701724900485,-27.05404268022998,12.98,3,4,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,5,kmedoids,6,-11.521339525283798,23.746966305469556,20.884327038183695,10.49,4,2,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,6,kmedoids,14,-0.3810375939849625,-3.1204662759840787,-27.097615126050414,26.26,3,11,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,7,kmedoids,8,-10.365398970353692,23.761698074397223,-9.75654305516465,20.83,2,1,5,3,"AutoDock_Vina, DiffDock, EquiBind",Overlapping,3
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,0,kmedoids,1,-3.2369411764705887,25.797547058823532,23.37225294117647,0.0,0,1,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,1,kmedoids,3,10.563082352941175,-14.172458823529412,12.048903921568625,7.83,0,3,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,2,kmedoids,1,25.965905882352942,14.189370588235294,12.7821,0.0,0,1,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,3,kmedoids,3,-8.856878431372548,27.2184205882353,-13.228187254901961,9.83,0,0,3,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,0,kmedoids,6,23.411340384615382,-13.24273717948718,-20.323961538461536,13.69,0,6,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,1,kmedoids,5,-8.24316518783542,29.857081878354204,-0.915336923076923,13.02,0,1,4,2,"DiffDock, EquiBind",Overlapping,2
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,2,kmedoids,8,6.789318340455841,22.252285363247864,-32.10748555911681,11.37,6,2,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,3,kmedoids,11,-6.984279435379434,-18.268240287490286,7.798013597513597,20.84,9,2,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,4,kmedoids,3,-25.264512820512824,0.24309871794871762,-7.407838461538461,18.2,0,3,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,5,kmedoids,7,0.43308428978428964,3.91189249084249,-22.660815486365486,10.8,1,6,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,6,kmedoids,19,-3.0808506672664566,6.2090643049932535,24.85088413555255,10.57,6,13,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,7,kmedoids,9,13.660797499208611,20.722813200379868,21.375913152896487,21.57,5,4,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,8,kmedoids,3,-15.027370370370372,24.324506172839506,9.188753086419753,0.97,3,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,9,kmedoids,3,19.773751282051283,13.515412820512823,-26.531411538461544,14.28,0,3,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,0,kmedoids,1,9.997132142857142,19.339357142857146,-37.545032142857146,0.0,0,1,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,1,kmedoids,2,0.7950124999999999,3.903744642857143,-25.718075000000006,2.36,0,2,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,2,kmedoids,2,-11.278388749999998,23.87407125,-12.591498749999996,1.12,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,0,kmedoids,5,17.01311880952381,15.806996428571427,16.928610714285714,11.22,3,2,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,1,kmedoids,4,17.545166964285713,2.3272375,-32.32301607142857,7.66,0,4,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,2,kmedoids,3,22.903080952380957,-15.439110714285713,-19.50397261904762,7.95,0,3,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,3,kmedoids,5,-22.04419904761905,12.25755380952381,-27.398309285714284,14.21,1,4,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,4,kmedoids,4,-17.656467261904762,4.738875892857143,13.05631488095238,5.81,3,1,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,5,kmedoids,8,9.049044047619049,25.462553124999996,-27.7626625,16.87,2,6,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,6,kmedoids,11,-7.281969696969697,-19.937157575757578,7.224181818181819,20.3,11,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,7,kmedoids,8,-1.0089559523809521,4.803075595238094,25.283757142857144,7.75,4,4,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,8,kmedoids,9,-5.701206349206349,-0.4603816137566136,-26.616333994708995,10.1,6,3,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-MDSnap-Fr499_cleaned,2abp-nh2-OPT,0,kmedoids,4,-8.366064393939393,29.500356060606066,-2.6981522727272726,0.94,0,0,4,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr499_cleaned,2abp-nh2-OPT,1,kmedoids,1,-8.16232424242424,31.072727272727274,-2.8939424242424243,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr499_cleaned,2abp-nh3p-OPT,0,kmedoids,1,-9.71310588235294,28.585823529411766,-20.60886470588235,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr499_cleaned,2abp-nh3p-OPT,1,kmedoids,2,-8.700882352941175,28.548833823529414,-3.2952867647058826,0.63,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr499_cleaned,Synta-66-OPT-Singlet,0,kmedoids,3,-10.838882170542634,26.793728682170542,-4.0146961240310075,0.02,0,0,3,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr499_cleaned,Synta-66-OPT-Singlet,1,kmedoids,1,-10.77779069767442,26.896265116279068,-4.140839534883721,0.0,0,0,1,1,EquiBind,Unique (EquiBind),1
Orai1WT-MDSnap-Fr499_cleaned,gsk7975a-deprot-OPT,0,kmedoids,2,-13.03392375,23.41248,-15.754112499999998,0.87,0,0,2,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0,2abp-nh2-OPT,0,kmedoids,3,-30.214166976264192,-17.61748101135191,31.938624045407636,34.6,2,1,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,2abp-nh2-OPT,1,kmedoids,7,20.109878681999113,-18.736172799646173,15.310814064573199,18.72,3,4,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,2abp-nh2-OPT,2,kmedoids,6,-17.107448142414864,-0.46528095975232114,-29.81774850361197,10.66,3,3,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,2abp-nh2-OPT,3,kmedoids,5,0.013827058823529548,4.236308235294117,31.868682352941182,18.33,0,5,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0,2abp-nh2-OPT,4,kmedoids,17,-0.17238080495356042,-0.03421671826625391,-5.694569659442725,3.38,17,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-START-Fr0,2abp-nh2-OPT,5,kmedoids,9,4.102792810457516,7.2195333333333345,-29.75468692810458,18.91,0,9,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0,2abp-nh2-OPT,6,kmedoids,7,10.795916806722689,23.06761636444051,22.502338390092877,15.83,2,5,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,2abp-nh2-OPT,7,kmedoids,7,-9.093746345811052,21.67088871912401,-8.170639572192515,19.68,0,2,5,2,"DiffDock, EquiBind",Overlapping,2
Orai1WT-START-Fr0,2abp-nh2-OPT,8,kmedoids,1,36.919841176470584,-2.792358823529412,-83.20771764705883,0.0,0,1,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0,2abp-nh2-OPT,9,kmedoids,9,12.335051909184724,-12.832128861369108,-28.424987753697973,23.72,3,6,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,2abp-nh3p-OPT,0,kmedoids,4,-11.573238235294118,-4.2115382352941175,26.598988235294115,18.05,0,4,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0,2abp-nh3p-OPT,1,kmedoids,3,-11.611784313725492,17.85447156862745,-8.152102941176473,4.18,0,0,3,1,EquiBind,Unique (EquiBind),1
Orai1WT-START-Fr0,2abp-nh3p-OPT,2,kmedoids,1,-8.148841176470588,-26.256129411764704,-15.325229411764704,0.0,0,1,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,0,kmedoids,10,-1.0842410398860403,-15.752116666666666,-30.483483304843304,19.78,3,7,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,1,kmedoids,17,0.45889772917714067,-0.21415597452656282,26.81682266633149,15.41,4,13,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,2,kmedoids,5,18.987642934472934,-17.44396427350427,14.145957834757834,9.57,4,1,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,3,kmedoids,6,-0.11744886039886042,-0.6110184472934471,-13.396121462488127,9.58,5,1,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,4,kmedoids,5,-7.581902036705758,22.612442289140667,0.3860539395746373,8.8,1,1,3,3,"AutoDock_Vina, DiffDock, EquiBind",Overlapping,3
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,5,kmedoids,4,-23.8325,-7.893370370370369,14.717694444444444,14.04,4,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,6,kmedoids,2,7.996777777777778,23.559148148148154,17.24648148148148,0.51,2,0,0,1,AutoDock_Vina,Unique (AutoDock_Vina),1
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,7,kmedoids,1,-73.88012692307692,2.0720961538461538,-4.002661538461539,0.0,0,1,0,1,DiffDock,Unique (DiffDock),1
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,8,kmedoids,13,7.9488009204470735,9.00999157352619,-28.84226311637081,20.94,3,10,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
Orai1WT-START-Fr0,Synta-66-OPT-Singlet,9,kmedoids,11,-13.132737917637918,2.561556591556592,-28.86104377104377,20.59,4,7,0,2,"AutoDock_Vina, DiffDock",Overlapping,2
