method,protein,ligand,pose_rank,file_path,centroid_x,centroid_y,centroid_z,cluster_ward
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,12,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model12.sdf,3.5347777777777774,24.828814814814812,31.83392592592593,3
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,13,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model13.sdf,-8.760333333333334,-20.518703703703704,6.364222222222224,1
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,14,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model14.sdf,1.5915185185185183,4.275592592592592,-23.137777777777778,6
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,15,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model15.sdf,-12.427148148148147,-13.735666666666667,-34.632814814814814,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,16,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model16.sdf,-17.721999999999998,-7.521111111111112,17.54825925925926,1
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,17,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model17.sdf,24.1792962962963,12.26362962962963,11.529185185185186,2
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,18,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model18.sdf,3.4615555555555564,26.794074074074075,-23.78437037037038,0
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,19,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model19.sdf,4.149296296296296,26.547259259259256,-24.35537037037037,0
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,2,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model2.sdf,-3.2154814814814814,23.153925925925925,-20.599962962962966,0
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,20,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model20.sdf,-9.018407407407407,-21.219370370370367,0.31744444444444464,1
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,21,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model21.sdf,3.8690370370370366,26.552703703703703,-23.99529629629629,0
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,22,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model22.sdf,0.6435555555555554,2.8889259259259243,23.946259259259257,3
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,23,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model23.sdf,0.8985185185185187,3.0928148148148145,24.351888888888887,3
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,24,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model24.sdf,-13.430925925925928,-12.99911111111111,-35.4298888888889,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,25,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model25.sdf,0.15874074074074074,2.391740740740741,22.601481481481482,3
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,26,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model26.sdf,-7.397222222222223,-20.555185185185177,8.814444444444446,1
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,27,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model27.sdf,3.079111111111111,26.993037037037038,-23.346259259259256,0
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,28,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model28.sdf,-6.8692222222222235,3.3161111111111117,26.298814814814822,3
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,29,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model29.sdf,-13.590148148148147,-12.75825925925926,-35.30374074074074,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,3,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model3.sdf,-7.421777777777777,-4.706851851851852,-25.78825925925926,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,30,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model30.sdf,-7.797037037037036,-4.941851851851852,-27.720370370370365,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,4,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model4.sdf,-7.395296296296296,-4.61225925925926,-25.78714814814814,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,5,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model5.sdf,-9.282074074074073,-19.795555555555556,4.8084444444444445,1
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,6,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model6.sdf,-7.276037037037038,-5.052555555555556,-25.582740740740743,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,7,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model7.sdf,-1.696925925925926,24.31844444444444,-20.80366666666667,0
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,8,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model8.sdf,-14.445814814814817,24.128740740740742,9.56225925925926,5
AutoDock_Vina,Orai1WT-MDSnap-Fr300,Synta-66-OPT-Singlet,9,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__Synta-66-OPT-Singlet_vina_out_model9.sdf,0.5592962962962963,3.926481481481482,-6.795666666666664,6
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,1,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model1.sdf,-7.341233333333334,-7.3291,-25.763399999999994,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,10,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model10.sdf,-9.704766666666664,-20.598266666666664,5.828766666666666,7
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,11,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model11.sdf,-8.583066666666667,-4.176466666666667,-26.909666666666666,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,12,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model12.sdf,-9.7182,-20.586566666666666,5.792299999999998,7
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,13,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model13.sdf,-9.284933333333333,-20.5551,6.118200000000001,7
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,14,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model14.sdf,-8.325766666666667,-4.3282,-25.529000000000007,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,15,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model15.sdf,-0.10466666666666656,4.3439000000000005,-10.949200000000001,5
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,16,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model16.sdf,5.188999999999999,16.148799999999994,-28.147766666666673,1
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,17,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model17.sdf,11.892166666666668,27.42793333333334,19.562966666666664,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,18,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model18.sdf,-7.841666666666669,-3.5669,-26.85276666666667,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,19,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model19.sdf,12.516966666666665,26.57076666666667,19.195966666666667,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,2,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model2.sdf,-5.759033333333334,-7.401333333333333,-24.94093333333333,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,20,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model20.sdf,-9.054100000000002,-20.597300000000004,4.083266666666666,7
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,21,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model21.sdf,-7.943766666666668,-3.1806666666666668,-26.583633333333342,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,22,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model22.sdf,-14.535566666666664,25.495699999999996,-11.199633333333333,1
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,23,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model23.sdf,23.305633333333333,12.694899999999997,11.521833333333337,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,24,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model24.sdf,-0.048800000000000336,26.49673333333333,-24.71006666666667,1
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,25,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model25.sdf,-7.775999999999999,-3.4467666666666665,-26.47206666666666,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,26,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model26.sdf,-8.0,-5.6043666666666665,-27.319833333333335,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,27,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model27.sdf,-9.229066666666665,-20.6953,4.571433333333332,7
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,28,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model28.sdf,23.88276666666666,12.507366666666666,10.803433333333334,4
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,29,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model29.sdf,-8.767433333333333,-20.185699999999994,5.579433333333332,7
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,3,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model3.sdf,-6.9819666666666675,-4.860466666666667,-25.145266666666664,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,30,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model30.sdf,-8.973233333333335,-19.797200000000007,6.993800000000001,7
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,4,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model4.sdf,-0.9484666666666667,4.467666666666668,-12.1951,5
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,5,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model5.sdf,-7.1084,-5.232166666666668,-25.206166666666668,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,6,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model6.sdf,-9.112166666666667,-6.7242999999999995,-27.41656666666666,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,7,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model7.sdf,0.28710000000000024,4.354733333333334,-10.892366666666668,5
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,8,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model8.sdf,-8.572033333333335,-6.452166666666668,-27.38233333333333,9
AutoDock_Vina,Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,9,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr300__gsk7975a-prot-OPT_vina_out_model9.sdf,-7.720766666666668,-3.4668666666666668,-25.61786666666667,9
AutoDock_Vina,Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,1,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model1.sdf,-0.5656842105263159,4.615684210526315,-0.9521052631578947,7
AutoDock_Vina,Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,10,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model10.sdf,11.403473684210528,26.213157894736838,15.661105263157893,0
AutoDock_Vina,Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,11,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model11.sdf,0.49178947368421067,3.9027368421052624,-7.753473684210525,7
AutoDock_Vina,Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,12,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model12.sdf,-8.829315789473684,16.282947368421052,-25.71947368421053,1
AutoDock_Vina,Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,13,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model13.sdf,25.951789473684208,8.938789473684212,11.038947368421054,0
AutoDock_Vina,Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,14,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model14.sdf,0.6473157894736844,4.993315789473685,-13.794315789473686,7
AutoDock_Vina,Orai1WT-MDSnap-Fr400,2abp-nh2-OPT,15,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__2abp-nh2-OPT_vina_out_model15.sdf,-8.863263157894735,15.800105263157894,-25.774,1
