mol_pred_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,mol_true_loaded,mol_cond_loaded,passes_valence_checks,passes_kekulization,no_radicals_before_sanitization,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_non-aromatic_rings_checked,number_non-aromatic_rings_pass,non-aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,num_h_added,mol_pred_energy,ensemble_avg_energy,energy_ratio,docking_method,protein,ligand,pose_file,pose_name,file_format,protein_file_used,posebusters_mode,diffdock_confidence
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,28,0.9575903802416883,1.0284508691344507,0,0,38,1.0393542569828143,0,259,0.9834433406420945,0,28,38,259,3,3,0.0022235904807691694,0,0,,0,0,,16,104.22557333724136,62.35802326266372,1.6714059856936716,autodock,Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_vina_out_model25.sdf,Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_pose25,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,28,0.9576100164214866,1.028719746244758,0,0,38,1.0395469820732015,0,259,0.9684593484292109,0,28,38,259,3,3,0.0026129516019791454,0,0,,0,0,,16,105.57611538912525,62.35802326266372,1.6930638571466385,autodock,Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_vina_out_model26.sdf,Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_pose26,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,28,0.9578770285030296,1.0286051662716316,0,0,38,1.0392218197095096,0,259,1.0063396611535784,0,28,38,259,3,3,0.0028629060668350454,0,0,,0,0,,16,97.38256721955722,62.35802326266372,1.5616686053270727,autodock,Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_vina_out_model27.sdf,Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_pose27,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,28,0.9580727900676536,1.0279697826760952,0,0,38,1.0390605119172338,0,259,1.0062997627950658,0,28,38,259,3,3,0.002728593988254774,0,0,,0,0,,16,105.8629856121087,62.35802326266372,1.6976642310516146,autodock,Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_vina_out_model28.sdf,Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_pose28,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,28,0.9582028394733805,1.0283488939944945,0,0,38,1.0393426105843255,0,259,1.0064825845852978,0,28,38,259,3,3,0.0026384296146296973,0,0,,0,0,,16,102.59733703555206,62.35802326266372,1.6452948901762454,autodock,Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_vina_out_model29.sdf,Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_pose29,sdf,none,mol,
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,28,0.957912624490459,1.0285368182025822,0,0,38,1.039067841126088,0,259,1.006275866627286,0,28,38,259,3,3,0.002582265508269829,0,0,,0,0,,16,97.29058658555745,62.35802326266372,1.5601935644391933,autodock,Orai1WT-MDSnap-Fr400,Synta-66-OPT-Singlet,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_vina_out_model30.sdf,Orai1WT-MDSnap-Fr400__Synta-66-OPT-Singlet_pose30,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9446983538498414,1.0353987704033896,0,0,44,1.0420656477378385,0,304,0.9832077925709447,0,30,44,304,2,2,0.001955811145309372,2,0,0.0056594473764059,0,0,,11,165.22872777861664,79.43556499029889,2.080034651969748,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model1.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose1,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9446621546709125,1.0351371743899418,0,0,44,1.04272024527152,0,304,0.9197971817029829,0,30,44,304,2,2,0.0032846701801382324,2,0,0.005484302377869683,0,0,,11,170.80344127316778,79.43556499029889,2.1502137146507017,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model2.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose2,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9442077248216629,1.0352596953942372,0,0,44,1.042585172382235,0,304,0.9522272483867706,0,30,44,304,2,2,0.001857947589343652,2,0,0.005674335220225,0,0,,11,162.64648233361817,79.42508439348191,2.047797412815414,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model3.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose3,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9446461196919685,1.0344107154263933,0,0,44,1.0421016576033109,0,304,0.9583604761375775,0,30,44,304,2,2,0.0020473289163553334,2,0,0.005103875683778287,0,0,,11,159.1476141746635,79.42508439348191,2.0037449804425274,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model4.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose4,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9444318079351213,1.0352349750289511,0,0,44,1.042615078468708,0,304,0.98308363200303,0,30,44,304,2,2,0.0019998897321060827,2,0,0.005739865876530671,0,0,,11,179.90195851621166,79.42508439348191,2.265052154366681,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model5.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose5,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9449745395040056,1.034964370675021,0,0,44,1.0424624518448915,0,304,0.9832324777274105,0,30,44,304,2,2,0.001997844724410834,2,0,0.005354222588838656,0,0,,11,163.88417159401598,79.43556499029889,2.0631082766772093,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model6.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose6,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9449203775291648,1.0351197866422792,0,0,44,1.042433082884695,0,304,0.9831480664362463,0,30,44,304,2,2,0.0020680233042938184,2,0,0.004192637278234817,0,0,,11,174.24920048757014,79.42508439348191,2.1938812129467506,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model7.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose7,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9444541647211825,1.0352165022827133,0,0,44,1.0425808240973011,0,304,0.9474984024557772,0,30,44,304,2,2,0.0017876025346917634,2,0,0.005612296613232711,0,0,,11,164.03935627479677,79.42508439348191,2.065334365426986,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model8.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose8,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9444896428823369,1.035281698739327,0,0,44,1.0423094946843792,0,304,0.983084621304653,0,30,44,304,2,2,0.0018931189512408958,2,0,0.005870177976801125,0,0,,11,191.08429560572927,79.43556499029889,2.4055257318188086,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model9.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose9,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9447804649663499,1.0348915453741494,0,0,44,1.0424181769292629,0,304,0.9589308058441112,0,30,44,304,2,2,0.003037145309957521,2,0,0.005164492378875902,0,0,,11,164.9595278191084,79.43556499029889,2.0766457422346547,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model10.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose10,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9446677425541683,1.035773256503728,0,0,44,1.0425866809755,0,304,0.9832541728964154,0,30,44,304,2,2,0.0016965783683815956,2,0,0.005399613454276887,0,0,,11,164.17619077275282,79.43556499029889,2.0667844534473057,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model11.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose11,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9444791939733256,1.0349920864208815,0,0,44,1.042381977717751,0,304,0.9832156619935505,0,30,44,304,2,2,0.0023398194410027013,2,0,0.00547593795770745,0,0,,11,172.20960447266074,79.43556499029889,2.167915649541763,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model12.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose12,sdf,none,mol,
True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,30,0.9450240840627199,1.0351070173290826,0,0,44,1.0424607659889702,0,304,0.9831425926413727,0,30,44,304,2,2,0.0031385638383037476,2,0,0.005441190483149404,0,0,,11,174.81741051211532,79.43556499029889,2.2007448494067487,autodock,Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,/home/manndo/master_dev/posebusters_results/converted_pdbqt/Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_vina_out_model13.sdf,Orai1WT-MDSnap-Fr499__gsk7975a-deprot-OPT_pose13,sdf,none,mol,
