method,protein,n_conf,csv_pb_rmsd,csv_bestfit,csv_cd,csv_rmsd,pb_valid,probe_nearest,pb1_rmsd,pb1_kabsch,pb1_cd,pbN_rmsd,pbN_kabsch,pbN_cd
equibind_unguided_gnina,6Z2C_Q5E,4,37.4666310938352,2.2607250907563423,37.09729315116005,37.4674888573465,True,18.51519808008047,37.4666310938352,2.2607250907563423,37.09729315116005,18.51255207976885,1.9950309592805964,17.234145477918343
diffdock_smina,6Z4N_Q7B,3,13.54165298036026,1.2894958306596056,12.25651239997026,13.550681276987516,True,13.550681276987516,13.541652980360261,1.2894958306596056,12.25651239997026,13.541652980360261,1.2894958306596056,12.25651239997026
autodock_mgltools_exh128_gnina,6Z4N_Q7B,3,34.20240655216384,0.2670563626282956,33.78297690246783,34.20798862399688,True,0.7683483646758154,34.20240655216384,0.2670563626282956,33.78297690246783,0.3067733683030515,0.23499844533764713,0.15956915013560774
equibind_unguided_gnina,6Z4N_Q7B,3,10.784876918954614,1.4568354113784896,9.777433665213492,10.786137312170654,False,10.786137312170654,10.784876918954614,1.4568354113784896,9.777433665213492,10.784876918954614,1.4568354113784896,9.777433665213492
diffdock_smina,6ZC3_JOR,3,4.045407363748016,1.2477001218000223,1.3855898657250674,4.045407363748015,True,4.045407363748015,4.045407363748016,1.2477001218000225,1.3855898657250674,4.045407363748016,1.2477001218000225,1.3855898657250674
autodock_mgltools_exh128_gnina,6ZC3_JOR,3,0.5642036671273943,0.2793390597186884,0.1419331766086535,0.5642036671273943,True,0.5642036671273943,0.5642036671273943,0.2793390597186884,0.14193317660865357,0.5642036671273943,0.2793390597186884,0.14193317660865357
equibind_unguided_gnina,6ZC3_JOR,3,4.245866818134235,1.1566873741146189,2.605041519600875,4.2625704980289365,True,4.2625704980289365,4.245866818134235,1.1566873741146189,2.605041519600875,4.245866818134235,1.1566873741146189,2.605041519600875
diffdock_smina,6ZK5_IMH,3,1.9012233171247792,0.8191658102555366,1.3185999779733637,1.9012233171247788,True,1.9012233171247788,1.9012233171247792,0.8191658102555366,1.3185999779733637,1.9012233171247792,0.8191658102555366,1.3185999779733637
autodock_mgltools_exh128_gnina,6ZK5_IMH,3,36.83269959376058,1.763547300166104,36.36612605999986,36.83269959376057,True,2.074959171697247,36.83269959376058,1.763547300166104,36.36612605999986,2.074959171697247,1.7635735427654065,0.3280369770893992
equibind_unguided_gnina,6ZK5_IMH,3,18.70079376696981,2.1492666011867474,18.355059860329742,18.70079376696981,True,18.70079376696981,18.70079376696981,2.1492666011867474,18.355059860329742,18.70079376696981,2.1492666011867474,18.355059860329742
diffdock_smina,7A9E_R4W,3,21.874262877675825,0.7566956930360677,21.833498528745285,21.874262877675825,True,20.488742013806835,21.874262877675825,0.7566956930360677,21.833498528745285,20.488742013806835,0.653218544699351,20.30084013133584
autodock_mgltools_exh128_gnina,7A9E_R4W,3,19.827958141893145,0.6822943177531303,19.62499160438604,19.827958141893145,True,19.52041486179704,19.827958141893145,0.6822943177531303,19.624991604386036,19.52041486179704,0.5563507812586701,19.394285002002242
equibind_unguided_gnina,7A9E_R4W,3,17.396131590864297,0.6022162130404047,17.231177667111314,17.396131590864293,True,16.38384834097289,17.396131590864297,0.6022162130404047,17.231177667111314,16.38384834097289,0.684107442250079,16.287928366192624
diffdock_smina,7A9H_TPP,3,2.2938749895520263,2.0466690800409286,0.5790128212139877,2.2938749895520263,True,2.2938749895520263,2.2938749895520263,2.0466690800409286,0.5790128212139877,2.2938749895520263,2.0466690800409286,0.5790128212139877
autodock_mgltools_exh128_gnina,7A9H_TPP,3,30.43399538325648,1.5089817227161124,29.904113855786417,30.43552276376178,True,1.6788353917797625,30.43399538325648,1.5089817227161124,29.904113855786417,1.5954765467263523,1.5134328045783638,0.27201530557028863
equibind_unguided_gnina,7A9H_TPP,3,33.591057482398035,2.1790112886445634,32.6157756805898,33.59653257636865,True,7.044898433045226,33.591057482398035,2.1790112886445634,32.6157756805898,7.02919000703495,2.1718604304474614,4.513297090883443
diffdock_smina,7AFX_R9K,3,15.192282493983582,1.5915692683398532,14.01372993832121,15.192282493983583,True,1.6888986964883357,15.192282493983582,1.5915692683398532,14.01372993832121,1.6888986964883357,1.601150102392547,0.4979001166900844
autodock_mgltools_exh128_gnina,7AFX_R9K,3,0.3236411098732663,0.1273820179420178,0.2434720793027422,0.3236411098732663,True,0.3236411098732663,0.32364110987326633,0.12738201794201784,0.2434720793027422,0.32364110987326633,0.12738201794201784,0.2434720793027422
equibind_unguided_gnina,7AFX_R9K,3,6.752106144233813,0.3079174938693528,4.196368149120142,6.752106144233812,True,6.752106144233812,6.752106144233813,0.30791749386935285,4.196368149120142,6.752106144233813,0.30791749386935285,4.196368149120142
diffdock_smina,7AN5_RDH,3,5.383045109167611,1.3800210881000534,0.589207003088805,5.387820686882591,True,5.387820686882591,5.383045109167611,1.3800210881000534,0.589207003088805,5.383045109167611,1.3800210881000534,0.589207003088805
autodock_mgltools_exh128_gnina,7AN5_RDH,3,40.8338806388845,0.2299013323187345,40.66226861587752,40.840170726267374,True,0.4880511762783347,40.8338806388845,0.2299013323187345,40.66226861587752,0.4880511762783347,0.23693128543114694,0.39676692682508313
equibind_unguided_gnina,7AN5_RDH,3,19.76480266743553,1.1979703960839716,19.3687736698475,19.77011971880798,True,19.77011971880798,19.764802667435532,1.1979703960839716,19.3687736698475,19.764802667435532,1.1979703960839716,19.3687736698475
diffdock_smina,7B94_ANP,3,2.039508274386334,1.7579402120220426,0.8596371622723306,2.089203487981376,True,2.089203487981376,2.039508274386334,1.7579402120220426,0.8596371622723306,2.039508274386334,1.7579402120220426,0.8596371622723306
autodock_mgltools_exh128_gnina,7B94_ANP,3,2.269959751668199,1.9378581161742967,0.7286756816957036,2.344525936675032,True,2.344525936675032,2.269959751668199,1.9378581161742967,0.7286756816957036,2.269959751668199,1.9378581161742967,0.7286756816957036
equibind_unguided_gnina,7B94_ANP,3,13.8302480538014,2.360443736020667,13.323289486617185,13.840774777539751,True,13.840774777539751,13.8302480538014,2.360443736020667,13.323289486617185,13.8302480538014,2.360443736020667,13.323289486617185
diffdock_smina,7BKA_4JC,6,58.52454479741101,0.7561508043810059,58.36460313983779,58.52454479741101,True,27.652966831080413,58.524544797411004,0.7561508043810059,58.36460313983779,27.65296683108041,0.7506607324755428,27.396396354390752
autodock_mgltools_exh128_gnina,7BKA_4JC,6,44.18041068764715,0.8800777759182248,43.90038176865528,44.18041068764715,True,1.0888113147679288,44.18041068764715,0.8800777759182248,43.90038176865528,1.0888113147679288,0.8884880297183667,0.14953297782874958
equibind_unguided_gnina,7BKA_4JC,6,44.088776887151226,0.8908688395937925,43.8090997638238,44.08877688715122,True,1.0442141965771836,44.088776887151226,0.8908688395937925,43.809099763823795,1.0442141965771836,0.8991628621602805,0.044773659170943204
diffdock_smina,7C0U_FGO,3,6.239406291504435,3.816405994935498,1.9256853553008988,6.239406291504435,False,6.239406291504435,6.239406291504435,3.816405994935498,1.9256853553008988,6.239406291504435,3.816405994935498,1.9256853553008988
autodock_mgltools_exh128_gnina,7C0U_FGO,3,58.65242263075339,1.8298869167765743,57.886099186071554,58.65242263075338,True,3.74623142119688,58.65242263075339,1.8298869167765743,57.886099186071554,3.7198842731123825,1.8172403364763552,1.1488539580009645
equibind_unguided_gnina,7C0U_FGO,3,33.34726132007747,2.644214798231172,32.39286084299744,33.34726132007747,True,27.709820076136552,33.34726132007747,2.6442147982311717,32.39286084299744,27.705380083444794,2.6698633284857864,26.539440895189845
diffdock_smina,7C3U_AZG,3,37.92415564881379,0.0674752648097825,37.90285777544184,37.92415564881379,True,17.700809879853725,37.92415564881379,0.06747526480978251,37.90285777544184,17.700809879853725,0.09355145215818131,17.53185492993296
autodock_mgltools_exh128_gnina,7C3U_AZG,3,2.6264421351118523,0.0674201702269234,0.7472158475366346,2.6264421351118523,True,2.6264421351118523,2.6264421351118523,0.06742017022692347,0.7472158475366346,2.6264421351118523,0.06742017022692347,0.7472158475366346
equibind_unguided_gnina,7C3U_AZG,3,11.964951794873071,0.0474013846644901,11.698288419728634,11.964951794873071,False,11.447865596179131,11.964951794873071,0.04740138466449014,11.698288419728634,11.447865596179133,0.0852016620652668,11.349975194093114
diffdock_smina,7C8Q_DSG,3,35.74702265477659,1.1065897191064242,35.601190182305224,35.74702265477659,True,4.109759513510357,35.74702265477659,1.1065897191064242,35.601190182305224,4.089718470750768,1.1069551937298845,1.8207042116434895
autodock_mgltools_exh128_gnina,7C8Q_DSG,3,18.392021608325475,0.821056250259041,18.21821046100187,18.40942558875148,True,18.40942558875148,18.392021608325475,0.821056250259041,18.21821046100187,18.392021608325475,0.821056250259041,18.21821046100187
equibind_unguided_gnina,7C8Q_DSG,3,19.647303748125623,1.3473364372649117,19.5127181114343,19.647303748125623,True,17.32209113287295,19.647303748125623,1.3473364372649117,19.5127181114343,17.313618471981336,1.3381768053114358,17.187299018982056
diffdock_smina,7CD9_FVR,3,16.279725658007877,2.219070110101068,12.077600370874556,16.279725658007877,True,9.48152823204949,16.279725658007877,2.2190701101010673,12.077600370874555,9.48152823204949,2.230828636331887,7.9217888826853065
autodock_mgltools_exh128_gnina,7CD9_FVR,3,10.359297238420153,2.9621204540975943,3.8883798064124857,10.359297238420153,True,8.439015037744198,10.359297238420153,2.9621204540975943,3.8883798064124857,8.439015037744198,2.975770403541708,7.32392271153738
equibind_unguided_gnina,7CD9_FVR,3,8.99362625201365,3.988350443902835,2.4344863723509604,8.99362625201365,True,8.29190801946894,8.99362625201365,3.9883504439028354,2.4344863723509604,8.291908019468941,3.991555535691884,4.0671100864256955
diffdock_smina,7CIJ_G0C,3,26.757480502922647,0.5419931604695198,26.185365127097004,26.757480502922647,True,0.9731755371927898,26.757480502922647,0.5419931604695198,26.185365127097004,0.5925013542279073,0.5513477223182491,0.20982705312285588
autodock_mgltools_exh128_gnina,7CIJ_G0C,3,27.294891090868653,1.4065543754913203,26.6104991731138,27.294891090868653,True,5.655927374213795,27.294891090868653,1.4065543754913203,26.6104991731138,5.618098222157522,1.4005816099202077,0.9836272735468967
equibind_unguided_gnina,7CIJ_G0C,3,26.740450318099764,2.2735770801148507,26.16365485348632,26.740450318099764,True,6.235528907608324,26.740450318099764,2.2735770801148507,26.16365485348632,6.196620627829178,2.274082834442957,2.431947804093815
diffdock_smina,7CNQ_G8X,5,20.92062629652585,0.1201978139580884,20.708971839197297,20.925440517731307,True,20.925440517731307,20.92062629652585,0.12019781395808847,20.708971839197297,20.92062629652585,0.12019781395808847,20.708971839197297
autodock_mgltools_exh128_gnina,7CNQ_G8X,5,0.440182965746442,0.1294008299581083,0.4166288126508574,0.440182965746442,True,0.440182965746442,0.440182965746442,0.12940082995810837,0.41662881265085744,0.440182965746442,0.12940082995810837,0.41662881265085744
equibind_unguided_gnina,7CNQ_G8X,5,39.737630015166005,0.5832633479699812,39.637982897524495,39.73944444307752,True,26.58473906586258,39.737630015166005,0.5832633479699812,39.637982897524495,26.584739065862582,0.6130375862706569,26.391033724798593
diffdock_smina,7CUO_PHB,3,4.295123147361434,0.2195366692547611,1.249724236501795,4.336426905990691,True,4.336426905990691,4.295123147361434,0.21953666925476115,1.2497242365017953,4.295123147361434,0.21953666925476115,1.2497242365017953
autodock_mgltools_exh128_gnina,7CUO_PHB,3,3.331853143072183,0.2978981437251156,1.7725393311574182,3.3577444165689543,True,3.3577444165689543,3.331853143072183,0.29789814372511564,1.7725393311574182,3.331853143072183,0.29789814372511564,1.7725393311574182
equibind_unguided_gnina,7CUO_PHB,3,20.33919423372028,0.3308092218654919,19.973655390301,20.34525852666906,True,19.591266338779636,20.339194233720278,0.33080922186549194,19.973655390300998,19.591266338779633,0.3246481182474937,19.513794282468492
diffdock_smina,7DQL_4CL,3,11.330259964213823,0.0352175000204823,11.22312606192463,11.330259964213823,True,11.330259964213823,11.330259964213825,0.03521750002048233,11.22312606192463,11.330259964213825,0.03521750002048233,11.22312606192463
autodock_mgltools_exh128_gnina,7DQL_4CL,3,42.63291138542825,0.0351925170514314,42.54835581963563,42.63291138542825,True,2.479631007047442,42.63291138542825,0.03519251705143144,42.54835581963563,2.4796310070474417,0.03628813519998552,1.1908991742418304
equibind_unguided_gnina,7DQL_4CL,3,20.1143848707834,0.0370190131931464,20.06308682900694,20.1143848707834,True,20.1143848707834,20.114384870783397,0.03701901319314649,20.06308682900694,20.114384870783397,0.03701901319314649,20.06308682900694
diffdock_smina,7DUA_HJ0,3,0.5115789917330545,0.3084666296069705,0.3495853886403829,0.5115789917330547,True,0.5115789917330547,0.5115789917330545,0.3084666296069705,0.34958538864038297,0.5115789917330545,0.3084666296069705,0.34958538864038297
autodock_mgltools_exh128_gnina,7DUA_HJ0,3,31.947551012714577,0.8809082567614936,31.65448560388196,31.947551012714573,True,1.006616738300177,31.947551012714577,0.8809082567614936,31.65448560388196,1.006616738300177,0.8801040503052432,0.3849518653286901
equibind_unguided_gnina,7DUA_HJ0,3,17.145198370997914,1.270263348131421,16.084859904193834,17.145198370997914,True,16.40237288687219,17.145198370997914,1.270263348131421,16.084859904193834,16.402372886872193,1.2685380838433806,15.565934476872842
diffdock_smina,7E4L_MDN,3,38.41828639943339,0.488272671993872,38.32200144406943,38.41891389670226,True,2.899299180070169,38.41828639943339,0.48827267199387203,38.32200144406943,2.8559581816888624,0.4990961135032941,1.3676543405804833
autodock_mgltools_exh128_gnina,7E4L_MDN,3,2.7035673899909027,0.3000527365153019,1.505038815011546,2.884256200863963,True,2.884256200863963,2.7035673899909027,0.30005273651530195,1.5050388150115461,2.7035673899909027,0.30005273651530195,1.5050388150115461
equibind_unguided_gnina,7E4L_MDN,3,14.268994373349043,0.2699278496996138,14.002078104717787,14.268994373349043,True,14.268994373349043,14.268994373349045,0.2699278496996138,14.002078104717787,14.268994373349045,0.2699278496996138,14.002078104717787
diffdock_smina,7ECR_SIN,4,37.29444295426264,0.5675035969921196,37.22595626586752,37.29444295426264,True,2.2351608652958284,37.29444295426264,0.5675035969921196,37.22595626586752,2.2095098424198056,0.5637615613006796,1.7884706006896642
autodock_mgltools_exh128_gnina,7ECR_SIN,4,0.6769372995337157,0.5120167565584207,0.4372258337375593,0.6769372995337158,True,0.6769372995337158,0.6769372995337157,0.5120167565584207,0.43722583373755936,0.6769372995337157,0.5120167565584207,0.43722583373755936
equibind_unguided_gnina,7ECR_SIN,4,20.130660165280226,0.714429816655305,20.048427865584934,20.14874965760903,True,20.14874965760903,20.130660165280226,0.714429816655305,20.048427865584934,20.130660165280226,0.714429816655305,20.048427865584934
diffdock_smina,7ED2_A3P,3,17.748798742815325,1.7031287444031369,16.336695333246467,17.748798742815325,True,7.200058818561189,17.748798742815325,1.7031287444031367,16.336695333246467,7.159851067533408,1.6685098595857975,4.560265988146687
autodock_mgltools_exh128_gnina,7ED2_A3P,3,4.746659464999218,1.3756813544846542,0.5988926098626983,4.799230518068033,True,4.799230518068033,4.746659464999218,1.3756813544846542,0.5988926098626983,4.746659464999218,1.3756813544846542,0.5988926098626983
equibind_unguided_gnina,7ED2_A3P,3,16.988383874206733,1.900252099713836,15.959493771067365,16.988594160821876,True,6.133908974043538,16.988383874206733,1.9002520997138357,15.959493771067365,6.093677172860164,1.8973627613323163,3.6357709085207146
diffdock_smina,7FB7_8NF,3,50.44234192663277,0.0420330208454817,50.3488631569047,50.44234192663277,True,14.076184738731191,50.442341926632764,0.04203302084548179,50.3488631569047,14.07618473873119,0.048214286456462474,13.771268544637364
autodock_mgltools_exh128_gnina,7FB7_8NF,3,0.3292695569151683,0.0419500191967615,0.3015205782957533,0.3292695569151683,True,0.3292695569151683,0.3292695569151683,0.04195001919676151,0.30152057829575335,0.3292695569151683,0.04195001919676151,0.30152057829575335
equibind_unguided_gnina,7FB7_8NF,3,22.82788984183845,0.0541576349046511,22.66562186198232,22.82788984183845,True,15.52980445923973,22.82788984183845,0.05415763490465119,22.665621861982313,15.529804459239731,0.05710813159835403,15.312015267941668
diffdock_smina,7FHA_ADX,3,46.53011839823432,0.6380965032273717,45.97111958934008,46.5310944874301,True,0.8860302258450958,46.53011839823432,0.6380965032273717,45.97111958934008,0.666787648744725,0.6364396051383209,0.17679931742509522
autodock_mgltools_exh128_gnina,7FHA_ADX,3,46.52938466897379,0.6388218757911847,45.97038287243805,46.530361690127386,True,0.8860774228357583,46.52938466897379,0.6388218757911847,45.97038287243805,0.6668159993859156,0.636907496464415,0.1766000926663668
equibind_unguided_gnina,7FHA_ADX,3,24.426588560942267,1.5742611050926825,23.643293700851093,24.433821602511003,False,23.109755763081083,24.426588560942267,1.5742611050926825,23.643293700851093,23.109755763081083,1.5890173077269152,22.598256076572504
diffdock_smina,7JHQ_VAJ,5,28.32263382979533,0.5127109017983068,27.48398063358066,28.32331998589384,True,5.694099819696408,28.322633829795326,0.5127109017983068,27.48398063358066,5.631808547191766,0.49975814773856986,2.8846119983863656
autodock_mgltools_exh128_gnina,7JHQ_VAJ,5,42.73460179793159,0.5829496368619249,42.50392725166992,42.73460179793159,True,1.4911683469309855,42.73460179793159,0.5829496368619249,42.503927251669914,1.3147891825096691,0.6452642441038926,0.5386961767104451
equibind_unguided_gnina,7JHQ_VAJ,5,18.66392702205097,0.5148030509355852,18.64501333078428,18.67815508454253,True,18.67815508454253,18.66392702205097,0.5148030509355852,18.645013330784273,18.66392702205097,0.5148030509355852,18.645013330784273
diffdock_smina,7JY3_VUD,3,38.95070530997886,2.050746555579957,38.68647656464594,38.95070530997886,True,35.85486677834633,38.95070530997886,2.050746555579957,38.68647656464594,35.85486677834633,2.049830587313152,35.486083300943406
autodock_mgltools_exh128_gnina,7JY3_VUD,3,22.298959361610144,2.032817095200717,21.31337476584783,22.298959361610144,True,20.14180841571047,22.298959361610144,2.032817095200717,21.31337476584783,20.14180841571047,2.0254122567699047,19.647318234771763
equibind_unguided_gnina,7JY3_VUD,3,24.32168343687796,1.0683683404207138,23.831416592250413,24.32168343687796,True,23.85823964797068,24.32168343687796,1.0683683404207138,23.831416592250413,23.858239647970674,1.0617404872455,23.539929806364903
diffdock_smina,7K0V_VQP,5,39.330173665885965,0.4320116780619569,38.78639203247823,39.330173665885965,True,0.4148569874065037,39.330173665885965,0.4320116780619569,38.786392032478226,0.41485698740650373,0.395617405087488,0.08558018797723757
autodock_mgltools_exh128_gnina,7K0V_VQP,5,44.88753223010191,1.9346679682316024,43.98114205043272,44.887532230101904,True,12.325143278921242,44.88753223010191,1.9346679682316024,43.981142050432716,12.325143278921244,1.9015844679863934,6.673634888513564
equibind_unguided_gnina,7K0V_VQP,5,25.223587711616776,1.7911042967407758,24.43669214761453,25.223587711616776,True,17.198454170415285,25.223587711616776,1.7911042967407758,24.436692147614526,17.198454170415285,1.8049362172751366,16.76623411531263
diffdock_smina,7KB1_WBJ,4,0.3825878859223661,0.3513560575046263,0.0909021912154415,0.3825878859223661,True,0.3825878859223661,0.3825878859223661,0.35135605750462634,0.0909021912154415,0.3825878859223661,0.35135605750462634,0.0909021912154415
autodock_mgltools_exh128_gnina,7KB1_WBJ,4,0.6114939306916524,0.2706765731691815,0.3711838783813884,0.6114939306916524,True,0.6114939306916524,0.6114939306916524,0.2706765731691815,0.3711838783813884,0.6114939306916524,0.2706765731691815,0.3711838783813884
equibind_unguided_gnina,7KB1_WBJ,4,35.20373833989923,1.047523606127322,34.54817042524117,35.20636122278963,False,14.396932163880042,35.20373833989923,1.0475236061273219,34.54817042524117,14.386529138699036,0.9559541270974994,13.078340895899581
diffdock_smina,7KC5_BJZ,3,1.2712426016155065,0.8820014806662952,0.6762924295796802,1.3712739808442875,True,1.3712739808442875,1.2712426016155065,0.8820014806662952,0.6762924295796802,1.2712426016155065,0.8820014806662952,0.6762924295796802
autodock_mgltools_exh128_gnina,7KC5_BJZ,3,0.9537950471101702,0.6026590713689941,0.5690416027057483,0.9537950471101704,True,0.9537950471101704,0.9537950471101702,0.6026590713689941,0.5690416027057483,0.9537950471101702,0.6026590713689941,0.5690416027057483
equibind_unguided_gnina,7KC5_BJZ,3,24.22626159463924,1.8240201418923168,23.41218031442876,24.22626159463924,True,24.226261594639237,24.226261594639233,1.8240201418923168,23.412180314428756,24.226261594639233,1.8240201418923168,23.412180314428756
diffdock_smina,7KM8_WPD,3,1.8539427991213195,1.6647233835675372,0.5886701242700281,1.8721118185179224,True,1.8721118185179224,1.8539427991213193,1.6647233835675372,0.5886701242700281,1.8539427991213193,1.6647233835675372,0.5886701242700281
autodock_mgltools_exh128_gnina,7KM8_WPD,3,19.13123983969134,0.5736324060836921,17.481736382670537,19.13123983969134,True,0.8865027162180998,19.13123983969134,0.5736324060836921,17.481736382670537,0.6536295615967072,0.566191493491409,0.21518950868762665
equibind_unguided_gnina,7KM8_WPD,3,4.925432326412471,2.57511198989964,2.3386731601258406,4.931062504446544,True,4.931062504446544,4.925432326412471,2.57511198989964,2.3386731601258406,4.925432326412471,2.57511198989964,2.3386731601258406
diffdock_smina,7KQU_YOF,3,23.503911633203284,1.1583919760070254,22.94660009437396,23.503911633203284,True,23.503911633203284,23.503911633203284,1.1583919760070254,22.946600094373956,23.503911633203284,1.1583919760070254,22.946600094373956
autodock_mgltools_exh128_gnina,7KQU_YOF,3,14.933116711165347,0.8649386626014237,13.885605581528145,14.933116711165347,True,14.933116711165347,14.933116711165347,0.8649386626014237,13.885605581528143,14.933116711165347,0.8649386626014237,13.885605581528143
equibind_unguided_gnina,7KQU_YOF,3,14.500329309216198,0.6641616873497939,14.125132102369443,14.515468943903551,False,14.515468943903551,14.500329309216198,0.6641616873497939,14.125132102369443,14.500329309216198,0.6641616873497939,14.125132102369443
diffdock_smina,7KRU_ATP,3,0.9508811458580873,0.6522912260847262,0.3864802895278891,1.0804532973441918,True,1.0804532973441918,0.9508811458580873,0.6522912260847262,0.3864802895278891,0.9508811458580873,0.6522912260847262,0.3864802895278891
autodock_mgltools_exh128_gnina,7KRU_ATP,3,27.36018678378399,0.728224476892016,25.8146615084298,27.36529626331556,True,0.9980993768803942,27.36018678378399,0.728224476892016,25.8146615084298,0.8085035110742278,0.7187930445501922,0.12299049230192846
equibind_unguided_gnina,7KRU_ATP,3,5.931361109173791,3.054434959062036,4.191564195481043,5.996980977098177,True,5.996980977098177,5.931361109173791,3.0544349590620357,4.191564195481043,5.931361109173791,3.0544349590620357,4.191564195481043
diffdock_smina,7KZ9_XN7,3,0.6413615183909362,0.5617757199112939,0.2084576824487405,0.6413615183909361,True,0.6413615183909361,0.6413615183909362,0.5617757199112939,0.20845768244874058,0.6413615183909362,0.5617757199112939,0.20845768244874058
autodock_mgltools_exh128_gnina,7KZ9_XN7,3,5.550880845824873,1.2519811707671369,1.0642913201432187,5.550880845824873,True,5.550880845824873,5.550880845824873,1.2519811707671367,1.0642913201432187,5.550880845824873,1.2519811707671367,1.0642913201432187
