id,idx,name,n_records,n_none,heavy_ref,heavy_copy,same_heavy,same_elem_seq,formula_ref,formula_copy,same_formula,smiles_same,charge_ref,charge_copy,n_atoms_all_ref,n_atoms_all_copy,cd_to_ref,is_ref,match_ref_in_copy,match_copy_in_ref
7BJ6_TVK,0,7BJ6_TVK_A_207,1,0,37,37,True,True,C28H27Cl2FN2O4,C28H27Cl2FN2O4,True,True,0,0,37,37,0.0,True,True,True
7BJJ_TVW,0,7BJJ_TVW_A_301,1,0,10,10,True,True,C5H5N5,C5H5N5,True,True,0,0,10,10,0.0,True,True,True
7BKA_4JC,0,7BKA_4JC_D_201,5,0,12,12,True,True,C8H11NO2S,C8H11NO2S,True,True,0,0,12,12,0.0,True,True,True
7BKA_4JC,1,7BKA_4JC_A_201,5,0,12,12,True,True,C8H11NO2S,C8H11NO2S,True,True,0,0,12,12,66.46619919150844,False,True,True
7BKA_4JC,2,7BKA_4JC_E_201,5,0,12,12,True,True,C8H11NO2S,C8H11NO2S,True,True,0,0,12,12,18.875323687253978,False,True,True
7BKA_4JC,3,7BKA_4JC_B_201,5,0,12,12,True,True,C8H11NO2S,C8H11NO2S,True,True,0,0,12,12,39.48798298049744,False,True,True
7BKA_4JC,4,7BKA_4JC_C_201,5,0,12,12,True,True,C8H11NO2S,C8H11NO2S,True,True,0,0,12,12,43.84925864016023,False,True,True
7BLA_WCS,0,7BLA_WCS_A_1901,1,0,32,32,True,True,C22H30N6O3S,C22H30N6O3S,True,True,0,0,32,32,0.0,True,True,True
7BLG_GAL,0,7BLG_GAL_A_201,1,0,12,12,True,True,C6H12O6,C6H12O6,True,True,0,0,12,12,0.0,True,True,True
7BMI_U4B,0,7BMI_U4B_A_802,1,0,13,13,True,True,C7H4FNO4,C7H4FNO4,True,True,0,0,13,13,0.0,True,True,True
7BNH_BEZ,0,7BNH_BEZ_A_501,1,0,9,9,True,True,C7H6O2,C7H6O2,True,True,0,0,9,9,0.0,True,True,True
7BTT_F8R,0,7BTT_F8R_A_1501,1,0,40,40,True,True,C28H33N7O4S,C28H33N7O4S,True,True,0,0,40,40,0.0,True,True,True
7C0U_FGO,0,7C0U_FGO_B_506,2,0,43,43,True,True,C22H28N7O13P,C22H28N7O13P,True,True,0,0,43,43,0.0,True,True,True
7C0U_FGO,1,7C0U_FGO_A_509,2,0,43,43,True,True,C22H28N7O13P,C22H28N7O13P,True,True,0,0,43,43,58.806840740847626,False,True,True
7C3U_AZG,0,7C3U_AZG_B_202,2,0,11,11,True,True,C4H4N6O,C4H4N6O,True,True,0,0,11,11,0.0,True,True,True
7C3U_AZG,1,7C3U_AZG_A_202,2,0,11,11,True,True,C4H4N6O,C4H4N6O,True,True,0,0,11,11,21.76796415274915,False,True,True
7C6P_SQH,0,7C6P_SQH_A_501,1,0,21,21,True,True,C15H10O6,C15H10O6,True,True,0,0,21,21,0.0,True,True,True
7C8Q_DSG,0,7C8Q_DSG_A_401,2,0,9,9,True,True,C4H8N2O3,C4H8N2O3,True,True,0,0,9,9,0.0,True,True,True
7C8Q_DSG,1,7C8Q_DSG_B_401,2,0,9,9,True,True,C4H8N2O3,C4H8N2O3,True,True,0,0,9,9,36.6384002107079,False,True,True
7CD9_FVR,0,7CD9_FVR_A_501,2,0,33,33,True,True,C26H29N5O2,C26H29N5O2,True,True,0,0,33,33,0.0,True,True,True
7CD9_FVR,1,7CD9_FVR_B_501,2,0,33,33,True,True,C26H29N5O2,C26H29N5O2,True,True,0,0,33,33,5.014628891747301,False,True,True
7CIJ_G0C,0,7CIJ_G0C_B_601,2,0,21,21,True,True,C12H19N2O5PS,C12H19N2O5PS,True,True,0,0,21,21,0.0,True,True,True
7CIJ_G0C,1,7CIJ_G0C_A_601,2,0,21,21,True,True,C12H19N2O5PS,C12H19N2O5PS,True,True,0,0,21,21,26.014734800347792,False,True,True
7CL8_TES,0,7CL8_TES_A_505,1,0,21,21,True,True,C19H28O2,C19H28O2,True,True,0,0,21,21,0.0,True,True,True
7CNQ_G8X,0,7CNQ_G8X_A_602,4,0,9,9,True,True,C5H9NO3,C5H9NO3,True,True,0,0,9,9,0.0,True,True,True
7CNQ_G8X,1,7CNQ_G8X_C_602,4,0,9,9,True,True,C5H9NO3,C5H9NO3,True,True,0,0,9,9,55.434866213076845,False,True,True
7CNQ_G8X,2,7CNQ_G8X_D_602,4,0,9,9,True,True,C5H9NO3,C5H9NO3,True,True,0,0,9,9,57.93224589409022,False,True,True
7CNQ_G8X,3,7CNQ_G8X_B_602,4,0,9,9,True,True,C5H9NO3,C5H9NO3,True,True,0,0,9,9,53.63920482477875,False,True,True
7CNS_PMV,0,7CNS_PMV_A_501,1,0,14,14,True,True,C6H13O7P,C6H13O7P,True,True,0,0,14,14,0.0,True,True,True
7CTM_BDP,0,7CTM_BDP_A_501,1,0,13,13,True,True,C6H10O7,C6H10O7,True,True,0,0,13,13,0.0,True,True,True
7CUO_PHB,0,7CUO_PHB_B_306,2,0,10,10,True,True,C7H6O3,C7H6O3,True,True,0,0,10,10,0.0,True,True,True
7CUO_PHB,1,7CUO_PHB_A_304,2,0,10,10,True,True,C7H6O3,C7H6O3,True,True,0,0,10,10,37.82704639355286,False,True,True
7D0P_1VU,0,7D0P_1VU_A_701,1,0,52,52,True,True,C24H40N7O17P3S,C24H40N7O17P3S,True,True,0,0,52,52,0.0,True,True,True
7D5C_GV6,0,7D5C_GV6_A_1002,1,0,31,31,True,True,C16H25N6O8P,C16H25N6O8P,True,True,0,0,31,31,0.0,True,True,True
7D6O_MTE,0,7D6O_MTE_B_1403,2,0,24,24,True,True,C10H14N5O6PS2,C10H14N5O6PS2,True,True,0,0,24,24,0.0,True,True,True
7D6O_MTE,1,7D6O_MTE_A_1403,2,0,24,24,True,True,C10H14N5O6PS2,C10H14N5O6PS2,True,True,0,0,24,24,48.76658539927938,False,True,True
7D8Q_GZF,0,7D8Q_GZF_A_201,1,0,28,28,True,True,C10H15N5O10P2S,C10H15N5O10P2S,True,True,0,0,28,28,0.0,True,True,True
7D9L_GSF,0,7D9L_GSF_A_305,1,0,22,22,True,True,C10H17N3O8S,C10H17N3O8S,True,True,0,0,22,22,0.0,True,True,True
7DIN_MPO,0,7DIN_MPO_A_201,1,0,13,13,True,True,C7H15NO4S,C7H15NO4S,True,True,0,0,13,13,0.0,True,True,True
7DKT_GLF,0,7DKT_GLF_A_1001,1,0,12,12,True,True,C6H11FO5,C6H11FO5,True,True,0,0,12,12,0.0,True,True,True
7DQL_4CL,0,7DQL_4CL_B_301,2,0,9,9,True,True,C6H5ClO2,C6H5ClO2,True,True,0,0,9,9,0.0,True,True,True
7DQL_4CL,1,7DQL_4CL_A_302,2,0,9,9,True,True,C6H5ClO2,C6H5ClO2,True,True,0,0,9,9,43.078248541404996,False,True,True
7DUA_HJ0,0,7DUA_HJ0_B_1101,2,0,23,23,True,True,C15H17N7O,C15H17N7O,True,True,0,0,23,23,0.0,True,True,True
7DUA_HJ0,1,7DUA_HJ0_A_1101,2,0,23,23,True,True,C15H17N7O,C15H17N7O,True,True,0,0,23,23,31.536715636388557,False,True,True
7E2S_BLA,0,7E2S_BLA_A_301,1,0,43,43,True,True,C33H34N4O6,C33H34N4O6,True,True,0,0,43,43,0.0,True,True,True
7E4L_MDN,0,7E4L_MDN_A_301,2,0,9,9,True,True,CH6O6P2,CH6O6P2,True,True,0,0,9,9,0.0,True,True,True
7E4L_MDN,1,7E4L_MDN_B_301,2,0,9,9,True,True,CH6O6P2,CH6O6P2,True,True,0,0,9,9,38.98626890566966,False,True,True
7EBG_J0L,0,7EBG_J0L_A_502,1,0,14,14,True,True,C11H14N2O,C11H14N2O,True,True,0,0,14,14,0.0,True,True,True
7ECR_SIN,0,7ECR_SIN_B_505,3,0,8,8,True,True,C4H6O4,C4H6O4,True,True,0,0,8,8,0.0,True,True,True
7ECR_SIN,1,7ECR_SIN_A_506,3,0,8,8,True,True,C4H6O4,C4H6O4,True,True,0,0,8,8,36.04665305068211,False,True,True
7ECR_SIN,2,7ECR_SIN_C_508,3,0,8,8,True,True,C4H6O4,C4H6O4,True,True,0,0,8,8,35.88653837400244,False,True,True
7ED2_A3P,0,7ED2_A3P_B_301,2,0,27,27,True,True,C10H15N5O10P2,C10H15N5O10P2,True,True,0,0,27,27,0.0,True,True,True
7ED2_A3P,1,7ED2_A3P_A_301,2,0,27,27,True,True,C10H15N5O10P2,C10H15N5O10P2,True,True,0,0,27,27,15.883227359208433,False,True,True
7ELT_TYM,0,7ELT_TYM_A_401,1,0,37,37,True,True,C21H24N7O8P,C21H24N7O8P,True,True,0,0,37,37,0.0,True,True,True
7EN7_J79,0,7EN7_J79_A_301,1,0,24,24,True,True,C11H20NO11P,C11H20NO11P,True,True,0,0,24,24,0.0,True,True,True
7EPV_FDA,0,7EPV_FDA_A_401,1,0,53,53,True,True,C27H35N9O15P2,C27H35N9O15P2,True,True,0,0,53,53,0.0,True,True,True
7ES1_UDP,0,7ES1_UDP_A_501,1,0,25,25,True,True,C9H14N2O12P2,C9H14N2O12P2,True,True,0,0,25,25,0.0,True,True,True
7F51_BA7,0,7F51_BA7_A_402,1,0,44,44,True,True,C22H27N5O15P2,C22H27N5O15P2,True,True,0,0,44,44,0.0,True,True,True
7F5D_EUO,0,7F5D_EUO_A_201,1,0,21,21,True,True,C14H14N4O2S,C14H14N4O2S,True,True,0,0,21,21,0.0,True,True,True
7F8T_FAD,0,7F8T_FAD_A_512,1,0,53,53,True,True,C27H33N9O15P2,C27H33N9O15P2,True,True,0,0,53,53,0.0,True,True,True
7FB7_8NF,0,7FB7_8NF_A_304,2,0,9,9,True,True,C7H10N2,C7H10N2,True,True,0,0,9,9,0.0,True,True,True
7FB7_8NF,1,7FB7_8NF_B_302,2,0,9,9,True,True,C7H10N2,C7H10N2,True,True,0,0,9,9,37.205678099942524,False,True,True
7FHA_ADX,0,7FHA_ADX_A_1001,2,0,27,27,True,True,C10H14N5O10PS,C10H14N5O10PS,True,True,0,0,27,27,0.0,True,True,True
7FHA_ADX,1,7FHA_ADX_B_1001,2,0,27,27,True,True,C10H14N5O10PS,C10H14N5O10PS,True,False,0,0,27,27,46.13473570500481,False,True,True
7FRX_O88,0,7FRX_O88_E_605,4,0,30,30,True,True,C19H17NO8S2,C19H17NO8S2,True,True,0,0,30,30,0.0,True,True,True
7FRX_O88,1,7FRX_O88_F_605,4,0,30,30,True,True,C19H17NO8S2,C19H17NO8S2,True,True,0,0,30,30,24.326604535432683,False,True,True
7FRX_O88,2,7FRX_O88_A_605,4,0,30,30,True,True,C19H17NO8S2,C19H17NO8S2,True,True,0,0,30,30,74.67312518289295,False,True,True
7FRX_O88,3,7FRX_O88_B_605,4,0,30,30,True,True,C19H17NO8S2,C19H17NO8S2,True,True,0,0,30,30,79.18326210844337,False,True,True
7FT9_4MB,0,7FT9_4MB_C_301,1,0,14,14,True,True,C8H9NO4S,C8H9NO4S,True,True,0,0,14,14,0.0,True,True,True
7JG0_GAR,0,7JG0_GAR_A_1101,1,0,18,18,True,True,C7H13N2O8P-2,C7H13N2O8P-2,True,True,-2,-2,18,18,0.0,True,True,True
7JGW_V9S,0,7JGW_V9S_A_301,1,0,45,45,True,True,C35H31N5O4S,C35H31N5O4S,True,True,0,0,45,45,0.0,True,True,True
7JHQ_VAJ,0,7JHQ_VAJ_A_301,4,0,18,18,True,True,C14H10O4,C14H10O4,True,True,0,0,18,18,0.0,True,True,True
7JHQ_VAJ,1,7JHQ_VAJ_D_301,4,0,18,18,True,True,C14H10O4,C14H10O4,True,True,0,0,18,18,37.08703946549003,False,True,True
7JHQ_VAJ,2,7JHQ_VAJ_C_301,4,0,18,18,True,True,C14H10O4,C14H10O4,True,True,0,0,18,18,28.78198377516655,False,True,True
7JHQ_VAJ,3,7JHQ_VAJ_B_301,4,0,18,18,True,True,C14H10O4,C14H10O4,True,True,0,0,18,18,42.86138257277036,False,True,True
7JMV_4NC,0,7JMV_4NC_A_301,1,0,11,11,True,True,C6H5NO4,C6H5NO4,True,True,0,0,11,11,0.0,True,True,True
7JNB_A2G,0,7JNB_A2G_A_503,1,0,15,15,True,True,C8H15NO6,C8H15NO6,True,True,0,0,15,15,0.0,True,True,True
7JR8_VH7,0,7JR8_VH7_B_203,2,0,28,28,True,True,C23H27N3O2,C23H27N3O2,True,True,0,0,28,28,0.0,True,True,True
7JR8_VH7,1,7JR8_VH7_A_205,2,0,28,28,True,True,C23H27N3O2,C23H27N3O2,True,True,0,0,28,28,24.58384221669192,False,True,True
7JUD_MMA,0,7JUD_MMA_A_803,2,0,13,13,True,True,C7H14O6,C7H14O6,True,True,0,0,13,13,0.0,True,True,True
7JUD_MMA,1,7JUD_MMA_B_802,2,0,13,13,True,True,C7H14O6,C7H14O6,True,True,0,0,13,13,34.30439710339214,False,True,True
7JXX_VP7,0,7JXX_VP7_A_401,1,0,25,25,True,True,C20H20N4O,C20H20N4O,True,True,0,0,25,25,0.0,True,True,True
7JY3_VUD,0,7JY3_VUD_A_204,2,0,27,27,True,True,C19H16FN5O2,C19H16FN5O2,True,True,0,0,27,27,0.0,True,True,True
7JY3_VUD,1,7JY3_VUD_C_201,2,0,27,27,True,True,C19H16FN5O2,C19H16FN5O2,True,True,0,0,27,27,5.802006659518058,False,True,True
7K0V_VQP,0,7K0V_VQP_B_801,4,0,32,32,True,True,C23H27F2N5O2,C23H27F2N5O2,True,True,0,0,32,32,0.0,True,True,True
7K0V_VQP,1,7K0V_VQP_C_801,4,0,32,32,True,True,C23H27F2N5O2,C23H27F2N5O2,True,True,0,0,32,32,41.77492939600276,False,True,True
