mol_pred_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,mol_true_loaded,passes_valence_checks,passes_kekulization,no_radicals_before_sanitization,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_non-aromatic_rings_checked,number_non-aromatic_rings_pass,non-aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,num_h_added,mol_pred_energy,ensemble_avg_energy,energy_ratio,smallest_distance_protein,num_pairwise_clashes_protein,most_extreme_ligand_atom_id_protein,most_extreme_protein_atom_id_protein,most_extreme_ligand_element_protein,most_extreme_protein_element_protein,most_extreme_ligand_vdw_protein,most_extreme_protein_vdw_protein,most_extreme_sum_radii_protein,most_extreme_distance_protein,most_extreme_sum_radii_scaled_protein,most_extreme_relative_distance_protein,most_extreme_clash_protein,smallest_distance_organic_cofactors,not_too_far_away_organic_cofactors,num_pairwise_clashes_organic_cofactors,most_extreme_ligand_atom_id_organic_cofactors,most_extreme_protein_atom_id_organic_cofactors,most_extreme_ligand_element_organic_cofactors,most_extreme_protein_element_organic_cofactors,most_extreme_ligand_vdw_organic_cofactors,most_extreme_protein_vdw_organic_cofactors,most_extreme_sum_radii_organic_cofactors,most_extreme_distance_organic_cofactors,most_extreme_sum_radii_scaled_organic_cofactors,most_extreme_relative_distance_organic_cofactors,most_extreme_clash_organic_cofactors,smallest_distance_inorganic_cofactors,not_too_far_away_inorganic_cofactors,num_pairwise_clashes_inorganic_cofactors,most_extreme_ligand_atom_id_inorganic_cofactors,most_extreme_protein_atom_id_inorganic_cofactors,most_extreme_ligand_element_inorganic_cofactors,most_extreme_protein_element_inorganic_cofactors,most_extreme_ligand_vdw_inorganic_cofactors,most_extreme_protein_vdw_inorganic_cofactors,most_extreme_sum_radii_inorganic_cofactors,most_extreme_distance_inorganic_cofactors,most_extreme_sum_radii_scaled_inorganic_cofactors,most_extreme_relative_distance_inorganic_cofactors,most_extreme_clash_inorganic_cofactors,smallest_distance_waters,not_too_far_away_waters,num_pairwise_clashes_waters,most_extreme_ligand_atom_id_waters,most_extreme_protein_atom_id_waters,most_extreme_ligand_element_waters,most_extreme_protein_element_waters,most_extreme_ligand_vdw_waters,most_extreme_protein_vdw_waters,most_extreme_sum_radii_waters,most_extreme_distance_waters,most_extreme_sum_radii_scaled_waters,most_extreme_relative_distance_waters,most_extreme_clash_waters,volume_overlap_protein,volume_overlap_organic_cofactors,volume_overlap_inorganic_cofactors,volume_overlap_waters,docking_method,protein,ligand,pose_file,pose_name,file_format,protein_file_used,posebusters_mode,diffdock_confidence
True,True,True,True,True,True,True,True,False,True,True,True,1.0,True,False,True,True,True,False,True,True,True,False,True,True,True,82,0.9695919160692246,1.019998338655092,0,0,117,1.045298800938716,0,2882,0.6089919508606145,1,82,117,2881,1,1,9.79244394216372e-05,0,0,,0,0,,87.0,10153.019998087606,177.07635166378634,57.33696172691131,0.369812384865624,183,72.0,19202.0,C,C,1.7,1.7,3.4,0.369812384865624,3.4,0.1087683484898894,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.3720352860387724,,,,diffdock,Orai1WT-START-Fr0_cleaned,ZIY_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/ZIY_ideal__Orai1WT-START-Fr0_cleaned/rank9_confidence-4.36.sdf,ZIY_ideal__Orai1WT-START-Fr0_cleaned/rank9_confidence-4.36.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,4.36
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,35,0.9909371392560488,1.01792804981362,0,0,50,1.010042139067128,0,411,0.9923434748419894,0,35,50,411,4,4,0.000170469371035,0,0,,0,0,,25.0,132.34517833028968,105.4309971856134,1.2552776874270983,2.990407378602454,0,21.0,20262.0,C,C,1.7,1.7,3.4,2.990407378602454,3.4,0.8795315819418983,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0041366426474512,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank1.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank1.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,False,True,True,True,False,True,True,True,35,0.9910305966421116,1.0179024773135543,0,0,50,1.010029579985321,0,411,0.995756938720965,0,35,50,411,4,4,0.0001938187430498,0,0,,0,0,,25.0,132.4710540557757,105.4309971856134,1.2564716031525127,0.2085403078543809,40,14.0,18672.0,C,C,1.7,1.7,3.4,0.2085403078543809,3.4,0.0613353846630532,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.2382478632478632,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank10_confidence-3.97.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank10_confidence-3.97.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,3.97
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,35,0.9909371392560488,1.01792804981362,0,0,50,1.010042139067128,0,411,0.9923434748419894,0,35,50,411,4,4,0.000170469371035,0,0,,0,0,,25.0,132.34517833028968,105.4309971856134,1.2552776874270983,2.990407378602454,0,21.0,20262.0,C,C,1.7,1.7,3.4,2.990407378602454,3.4,0.8795315819418983,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0041366426474512,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank1_confidence-1.78.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank1_confidence-1.78.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,1.78
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,False,True,True,True,35,0.990970426790692,1.0179870183440636,0,0,50,1.0100099647777054,0,411,0.9994569957354869,0,35,50,411,4,4,0.0002268856314765,0,0,,0,0,,25.0,133.3917657166106,105.4309971856134,1.265204439656126,2.78630083264532,0,16.0,1089.0,C,O,1.7,1.55,3.25,2.78630083264532,3.25,0.8573233331216368,False,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0050727539714323,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank2_confidence-1.95.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank2_confidence-1.95.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,1.95
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,False,True,True,True,False,True,True,True,35,0.990911162953029,1.0179191549932027,0,0,50,1.0100385629469484,0,411,0.9921609211128452,0,35,50,411,4,4,0.0001810123333614,0,0,,0,0,,25.0,137.3337423524583,105.4309971856134,1.302593601677498,0.5224946506903205,52,14.0,18684.0,C,C,1.7,1.7,3.4,0.5224946506903205,3.4,0.1536748972618589,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.2855617827595409,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank4_confidence-3.16.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank4_confidence-3.16.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,3.16
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,True,True,True,True,False,True,True,True,35,0.990968082786325,1.0179327224263397,0,0,50,1.0099989410758097,0,411,1.0001967550372104,0,35,50,411,4,4,0.0001913868127553,0,0,,0,0,,25.0,131.20260131084729,105.4309971856134,1.244440485371323,1.3631034296780262,3,12.0,7868.0,C,C,1.7,1.7,3.4,1.3631034296780262,3.4,0.4009127734347136,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0377132196162046,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank3_confidence-2.66.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank3_confidence-2.66.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,2.66
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,False,True,True,True,False,True,True,True,35,0.9909307582774428,1.017960200314593,0,0,50,1.01003351847069,0,411,0.9917658430334476,0,35,50,411,4,4,0.0001954437669116,0,0,,0,0,,25.0,134.3421525522252,105.4309971856134,1.2742187415311377,1.311496416312298,15,20.0,4967.0,C,C,1.7,1.7,3.4,1.311496416312298,3.4,0.3857342400918523,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.0982059800664451,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank5_confidence-3.36.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank5_confidence-3.36.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,3.36
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,False,True,True,True,False,True,True,True,35,0.99097718427397,1.0179606049570298,0,0,50,1.0100068591269062,0,411,0.992526603781282,0,35,50,411,4,4,0.0001999066003152,0,0,,0,0,,25.0,138.1755412699465,105.4309971856134,1.310577960546894,0.4998982596489009,55,5.0,19213.0,C,O,1.7,1.55,3.25,0.4998982596489009,3.25,0.1538148491227387,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.2901809473124002,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank6_confidence-3.41.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank6_confidence-3.41.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,3.41
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,False,True,True,True,False,True,True,True,35,0.9910147626832432,1.0179162078510091,0,0,50,1.0100063305663876,0,411,0.991913926763243,0,35,50,411,4,4,0.0001827753565977,0,0,,0,0,,25.0,178.33485332786566,105.4309971856134,1.6914840804730658,0.5019681663213312,55,5.0,19213.0,C,O,1.7,1.55,3.25,0.5019681663213312,3.25,0.1544517434834865,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.2518696581196581,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank7_confidence-3.54.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank7_confidence-3.54.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,3.54
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,False,True,True,True,False,True,True,True,35,0.9910113934941576,1.0179186943437346,0,0,50,1.010001620475625,0,411,0.9932264461111248,0,35,50,411,4,4,0.0001735761476935,0,0,,0,0,,25.0,174.4710175913617,105.4309971856134,1.6548360752407751,0.5153420417547953,60,10.0,19189.0,C,C,1.7,1.7,3.4,0.5153420417547953,3.4,0.1515711887514103,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.2630239721441007,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank8_confidence-3.61.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank8_confidence-3.61.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,3.61
True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,False,True,True,True,False,True,True,True,False,True,True,True,35,0.9910023945815368,1.0179792361494,0,0,50,1.0100123681900928,0,411,0.994443126193052,0,35,50,411,4,4,0.0001848384999057,0,0,,0,0,,25.0,132.65707319464585,105.4309971856134,1.2582359717332503,0.8172316073182689,50,22.0,19212.0,C,O,1.7,1.55,3.25,0.8172316073182689,3.25,0.2514558791748519,True,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,,False,0,,,,,,,,,,,,0.2665250862755508,,,,diffdock,Orai1WT-START-Fr0_cleaned,Z6V_ideal,/workspace/diffdock_results/ligands_sdf_large_approvedA100/Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank9_confidence-3.71.sdf,Z6V_ideal__Orai1WT-START-Fr0_cleaned/rank9_confidence-3.71.sdf,sdf,/workspace/master_dev/Orai/Orai1WT-START-Fr0_cleaned.pdb,dock,3.71
